Attaching to elk_filebeat_1, elk_metricbeat_1, elk_logstash_1, elk_kibana_1, elk_elasticsearch_1
[33mmetricbeat_1     |[0m 2019-06-11T06:16:52.458Z	INFO	instance/beat.go:571	Home path: [/usr/share/metricbeat] Config path: [/usr/share/metricbeat] Data path: [/usr/share/metricbeat/data] Logs path: [/usr/share/metricbeat/logs]
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,219+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "loaded module [x-pack-watcher]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:08,220+0000", "level": "INFO", "component": "o.e.p.PluginsService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "no plugins loaded"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:15,281+0000", "level": "INFO", "component": "o.e.x.s.a.s.FileRolesStore", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "parsed [0] roles from file [/usr/share/elasticsearch/config/roles.yml]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:16,908+0000", "level": "INFO", "component": "o.e.x.m.p.l.CppLogMessageHandler", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "[controller/308] [Main.cc@109] controller (64 bit): Version 7.1.1 (Build fd619a36eb77df) Copyright (c) 2019 Elasticsearch BV"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:17,671+0000", "level": "DEBUG", "component": "o.e.a.ActionModule", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "Using REST wrapper from plugin org.elasticsearch.xpack.security.Security"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:18,222+0000", "level": "INFO", "component": "o.e.d.DiscoveryModule", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "using discovery type [single-node] and seed hosts providers [settings]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:19,674+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "initialized"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:19,676+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "starting ..."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,019+0000", "level": "INFO", "component": "o.e.t.TransportService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "publish_address {172.18.0.2:9300}, bound_addresses {0.0.0.0:9300}"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,043+0000", "level": "WARN", "component": "o.e.b.BootstrapChecks", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "max virtual memory areas vm.max_map_count [65530] is too low, increase to at least [262144]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,059+0000", "level": "INFO", "component": "o.e.c.c.Coordinator", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "setting initial configuration to VotingConfiguration{6HQLVW6yQDGfJ65e4HLgKQ}"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,340+0000", "level": "INFO", "component": "o.e.c.s.MasterService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "elected-as-master ([1] nodes joined)[{5622c4225c4c}{6HQLVW6yQDGfJ65e4HLgKQ}{L5QsJRX6TtGrVM-hcb7mWw}{172.18.0.2}{172.18.0.2:9300}{ml.machine_memory=4109123584, xpack.installed=true, ml.max_open_jobs=20} elect leader, _BECOME_MASTER_TASK_, _FINISH_ELECTION_], term: 1, version: 1, reason: master node changed {previous [], current [{5622c4225c4c}{6HQLVW6yQDGfJ65e4HLgKQ}{L5QsJRX6TtGrVM-hcb7mWw}{172.18.0.2}{172.18.0.2:9300}{ml.machine_memory=4109123584, xpack.installed=true, ml.max_open_jobs=20}]}"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,368+0000", "level": "INFO", "component": "o.e.c.c.CoordinationState", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "cluster UUID set to [v6GTjVVZRD-1J3J2b1sHOA]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,416+0000", "level": "INFO", "component": "o.e.c.s.ClusterApplierService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c",  "message": "master node changed {previous [], current [{5622c4225c4c}{6HQLVW6yQDGfJ65e4HLgKQ}{L5QsJRX6TtGrVM-hcb7mWw}{172.18.0.2}{172.18.0.2:9300}{ml.machine_memory=4109123584, xpack.installed=true, ml.max_open_jobs=20}]}, term: 1, version: 1, reason: Publication{term=1, version=1}"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,563+0000", "level": "INFO", "component": "o.e.h.AbstractHttpServerTransport", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "publish_address {172.18.0.2:9200}, bound_addresses {0.0.0.0:9200}"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,564+0000", "level": "INFO", "component": "o.e.n.Node", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "started"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:20,851+0000", "level": "INFO", "component": "o.e.g.GatewayService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "recovered [0] indices into cluster_state"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:21,580+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.watches] for index patterns [.watches*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:21,776+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.watch-history-9] for index patterns [.watcher-history-9*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:21,822+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.triggered_watches] for index patterns [.triggered_watches*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:21,877+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.monitoring-logstash] for index patterns [.monitoring-logstash-7-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:21,972+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.monitoring-es] for index patterns [.monitoring-es-7-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:22,050+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.monitoring-beats] for index patterns [.monitoring-beats-7-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:22,118+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.monitoring-alerts-7] for index patterns [.monitoring-alerts-7]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:22,227+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.monitoring-kibana] for index patterns [.monitoring-kibana-7-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:22,276+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding index lifecycle policy [watch-history-ilm-policy]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:22,450+0000", "level": "INFO", "component": "o.e.l.LicenseService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "license [f2b61690-ac76-4bf4-8a41-925f8bc7834e] mode [trial] - valid"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:28,159+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.management-beats] for index patterns [.management-beats]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:28,434+0000", "level": "INFO", "component": "o.e.x.s.s.SecurityIndexManager", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "security index does not exist. Creating [.security-7] with alias [.security]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:28,580+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.security-7] creating index, cause [api], templates [], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:29,175+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.security-7][0]] ...])."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:31,550+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.watches] creating index, cause [auto(bulk api)], templates [.watches], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:31,805+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.watches][0]] ...])."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:31,860+0000", "level": "INFO", "component": "o.e.x.w.WatcherService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "reloading watcher, reason [new local watcher shard allocation ids], cancelled [0] queued tasks"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,064+0000", "level": "INFO", "component": "o.e.c.m.MetaDataMappingService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.watches/f5j3xUBKQROq9WmZCfWQUg] update_mapping [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,410+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [.kibana_task_manager] for index patterns [.kibana_task_manager]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,567+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.kibana_task_manager] creating index, cause [auto(bulk api)], templates [.kibana_task_manager], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,608+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "updating number_of_replicas to [0] for indices [.kibana_task_manager]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,705+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana_task_manager][0]] ...])."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:32,895+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.monitoring-es-7-2019.06.11] creating index, cause [auto(bulk api)], templates [.monitoring-es], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:33,121+0000", "level": "INFO", "component": "o.e.c.m.MetaDataMappingService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.watches/f5j3xUBKQROq9WmZCfWQUg] update_mapping [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:33,340+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.kibana_1] creating index, cause [api], templates [], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:33,347+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "updating number_of_replicas to [0] for indices [.kibana_1]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:33,529+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana_1][0]] ...])."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:34,105+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.monitoring-kibana-7-2019.06.11] creating index, cause [auto(bulk api)], templates [.monitoring-kibana], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:34,267+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.monitoring-kibana-7-2019.06.11][0]] ...])."  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:35,870+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding index lifecycle policy [metricbeat-7.1.1]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:36,414+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [metricbeat-7.1.1] for index patterns [metricbeat-7.1.1-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:36,607+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[metricbeat-7.1.1-2019.06.11-000001] creating index, cause [api], templates [metricbeat-7.1.1], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:37,402+0000", "level": "INFO", "component": "o.e.c.m.MetaDataMappingService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[metricbeat-7.1.1-2019.06.11-000001/WJWZS2OrRUykL1YxiYIC1A] update_mapping [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,453+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [logstash] for index patterns [logstash-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,499+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [logstash] for index patterns [logstash-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,523+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [logstash] for index patterns [logstash-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,599+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[logstash-2019.06.11-000001] creating index, cause [api], templates [logstash], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,825+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding index lifecycle policy [logstash-policy]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,859+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "updating index lifecycle policy [logstash-policy]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:42,896+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "updating index lifecycle policy [logstash-policy]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:47,214+0000", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding index lifecycle policy [filebeat-7.1.1]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:47,440+0000", "level": "INFO", "component": "o.e.c.m.MetaDataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "adding template [filebeat-7.1.1] for index patterns [filebeat-7.1.1-*]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:47,533+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[filebeat-7.1.1-2019.06.11-000001] creating index, cause [api], templates [filebeat-7.1.1], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:47,804+0000", "level": "INFO", "component": "o.e.c.m.MetaDataMappingService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[filebeat-7.1.1-2019.06.11-000001/551iLEilQOKvPgo-dl9fcw] update_mapping [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:17:54,759+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.monitoring-logstash-7-2019.06.11] creating index, cause [auto(bulk api)], templates [.monitoring-logstash], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:18:32,428+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.triggered_watches] creating index, cause [auto(bulk api)], templates [.triggered_watches], shards [1]/[1], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:18:32,429+0000", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "updating number_of_replicas to [0] for indices [.triggered_watches]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:18:32,721+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.watcher-history-9-2019.06.11] creating index, cause [auto(bulk api)], templates [.watch-history-9], shards [1]/[0], mappings [_doc]"  }
[31melasticsearch_1  |[0m {"type": "server", "timestamp": "2019-06-11T06:18:32,752+0000", "level": "INFO", "component": "o.e.c.m.MetaDataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "5622c4225c4c", "cluster.uuid": "v6GTjVVZRD-1J3J2b1sHOA", "node.id": "6HQLVW6yQDGfJ65e4HLgKQ",  "message": "[.monitoring-alerts-7] creating index, cause [auto(bulk api)], templates [.monitoring-alerts-7], shards [1]/[0], mappings [_doc]"  }
